Version	1
Run name	C:\Users\Jenny\Desktop\David A\LSPR Lab 18\skalman_lspr.inr
Export time	2018-02-20 16:58
Pos1 sample	Label for Pos1
Pos2 sample	
Spectrometer integration time	3
Spectrometer sample averages	300
pos1-Centroid_x	pos1-Centroid_y	pos1-FWHM(wp)_x	pos1-FWHM(wp)_y	pos1-FWHM(lw*2)_x	pos1-FWHM(lw*2)_y	pos1-Ext@Peak_x	pos1-Ext@Peak_y	pos1-PeakPos_x	pos1-PeakPos_y	pos1-ExtDiff_x	pos1-ExtDiff_y
2.690781E2	7.553842E2	2.690781E2	2.106389E2	2.690781E2	2.318485E2	2.690781E2	6.281008E-1	2.690781E2	7.543573E2	2.690781E2	2.113756E-1
2.709063E2	7.553920E2	2.709063E2	2.106231E2	2.709063E2	2.317883E2	2.709063E2	6.281689E-1	2.709063E2	7.543602E2	2.709063E2	2.114127E-1
2.727500E2	7.553917E2	2.727500E2	2.107519E2	2.727500E2	2.319107E2	2.727500E2	6.282505E-1	2.727500E2	7.543672E2	2.727500E2	2.113218E-1
2.745781E2	7.553833E2	2.745781E2	2.097291E2	2.745781E2	2.306185E2	2.745781E2	6.277167E-1	2.745781E2	7.543632E2	2.745781E2	2.114317E-1
2.764063E2	7.553846E2	2.764063E2	2.061979E2	2.764063E2	2.272958E2	2.764063E2	6.259465E-1	2.764063E2	7.543603E2	2.764063E2	2.127047E-1
2.782344E2	7.553845E2	2.782344E2	2.066018E2	2.782344E2	2.274442E2	2.782344E2	6.261306E-1	2.782344E2	7.543566E2	2.782344E2	2.123522E-1
2.800625E2	7.553896E2	2.800625E2	2.030345E2	2.800625E2	2.239163E2	2.800625E2	6.241920E-1	2.800625E2	7.543692E2	2.800625E2	2.136481E-1
2.818906E2	7.553812E2	2.818906E2	1.985384E2	2.818906E2	2.192801E2	2.818906E2	6.217121E-1	2.818906E2	7.543543E2	2.818906E2	2.150285E-1
2.837188E2	7.553800E2	2.837188E2	1.985589E2	2.837188E2	2.192265E2	2.837188E2	6.217356E-1	2.837188E2	7.543552E2	2.837188E2	2.149951E-1
2.855469E2	7.553891E2	2.855469E2	1.990957E2	2.855469E2	2.198502E2	2.855469E2	6.220112E-1	2.855469E2	7.543662E2	2.855469E2	2.148976E-1
2.873750E2	7.553836E2	2.873750E2	1.985163E2	2.873750E2	2.191068E2	2.873750E2	6.216433E-1	2.873750E2	7.543618E2	2.873750E2	2.149907E-1
2.892188E2	7.553902E2	2.892188E2	1.989333E2	2.892188E2	2.197424E2	2.892188E2	6.219335E-1	2.892188E2	7.543678E2	2.892188E2	2.150290E-1
2.910469E2	7.553770E2	2.910469E2	1.990214E2	2.910469E2	2.197175E2	2.910469E2	6.219568E-1	2.910469E2	7.543558E2	2.910469E2	2.147753E-1
2.928750E2	7.553805E2	2.928750E2	1.995698E2	2.928750E2	2.202610E2	2.928750E2	6.222836E-1	2.928750E2	7.543585E2	2.928750E2	2.146075E-1
2.947031E2	7.553847E2	2.947031E2	1.992838E2	2.947031E2	2.201184E2	2.947031E2	6.221293E-1	2.947031E2	7.543570E2	2.947031E2	2.148129E-1
2.965313E2	7.553811E2	2.965313E2	1.916024E2	2.965313E2	2.120085E2	2.965313E2	6.173480E-1	2.965313E2	7.543594E2	2.965313E2	2.175464E-1
2.983594E2	7.553833E2	2.983594E2	1.986502E2	2.983594E2	2.195864E2	2.983594E2	6.217419E-1	2.983594E2	7.543635E2	2.983594E2	2.151160E-1
3.001875E2	7.553692E2	3.001875E2	2.032774E2	3.001875E2	2.241020E2	3.001875E2	6.243491E-1	3.001875E2	7.543457E2	3.001875E2	2.132606E-1
3.020156E2	7.553865E2	3.020156E2	2.032544E2	3.020156E2	2.241384E2	3.020156E2	6.243678E-1	3.020156E2	7.543574E2	3.020156E2	2.134852E-1
3.038438E2	7.553817E2	3.038438E2	2.038179E2	3.038438E2	2.246217E2	3.038438E2	6.246466E-1	3.038438E2	7.543554E2	3.038438E2	2.131748E-1
3.056875E2	7.553875E2	3.056875E2	2.042627E2	3.056875E2	2.251630E2	3.056875E2	6.249198E-1	3.056875E2	7.543645E2	3.056875E2	2.131833E-1
3.075156E2	7.553841E2	3.075156E2	2.046211E2	3.075156E2	2.255489E2	3.075156E2	6.250023E-1	3.075156E2	7.543593E2	3.075156E2	2.131784E-1
3.093438E2	7.553861E2	3.093438E2	2.054040E2	3.093438E2	2.263447E2	3.093438E2	6.255641E-1	3.093438E2	7.543542E2	3.093438E2	2.129697E-1
3.111719E2	7.553940E2	3.111719E2	2.065742E2	3.111719E2	2.273961E2	3.111719E2	6.260426E-1	3.111719E2	7.543674E2	3.111719E2	2.124916E-1
3.130000E2	7.554032E2	3.130000E2	2.085560E2	3.130000E2	2.294796E2	3.130000E2	6.270275E-1	3.130000E2	7.543814E2	3.130000E2	2.119504E-1
3.148281E2	7.554196E2	3.148281E2	2.121215E2	3.148281E2	2.331893E2	3.148281E2	6.287411E-1	3.148281E2	7.543877E2	3.148281E2	2.109364E-1
3.166563E2	7.554589E2	3.166563E2	2.160787E2	3.166563E2	2.371101E2	3.166563E2	6.303969E-1	3.166563E2	7.544360E2	3.166563E2	2.101628E-1
3.184844E2	7.555116E2	3.184844E2	2.200923E2	3.184844E2	2.413545E2	3.184844E2	6.321074E-1	3.184844E2	7.544878E2	3.184844E2	2.094051E-1
3.203125E2	7.555881E2	3.203125E2	2.214836E2	3.203125E2	2.429941E2	3.203125E2	6.325625E-1	3.203125E2	7.545561E2	3.203125E2	2.096216E-1
3.221563E2	7.556797E2	3.221563E2	2.203432E2	3.221563E2	2.420122E2	3.221563E2	6.320339E-1	3.221563E2	7.546452E2	3.221563E2	2.104315E-1
3.239844E2	7.557768E2	3.239844E2	2.150145E2	3.239844E2	2.366062E2	3.239844E2	6.296773E-1	3.239844E2	7.547385E2	3.239844E2	2.122957E-1
3.258125E2	7.558491E2	3.258125E2	2.102008E2	3.258125E2	2.313505E2	3.258125E2	6.272556E-1	3.258125E2	7.548017E2	3.258125E2	2.137333E-1
3.276406E2	7.559415E2	3.276406E2	2.065522E2	3.276406E2	2.275587E2	3.276406E2	6.254278E-1	3.276406E2	7.549019E2	3.276406E2	2.151431E-1
3.294688E2	7.560008E2	3.294688E2	2.025529E2	3.294688E2	2.232263E2	3.294688E2	6.232300E-1	3.294688E2	7.549639E2	3.294688E2	2.164755E-1
3.312969E2	7.560436E2	3.312969E2	2.007912E2	3.312969E2	2.211754E2	3.312969E2	6.222316E-1	3.312969E2	7.550035E2	3.312969E2	2.168486E-1
3.331250E2	7.560953E2	3.331250E2	1.988723E2	3.331250E2	2.191592E2	3.331250E2	6.211142E-1	3.331250E2	7.550589E2	3.331250E2	2.176327E-1
3.349531E2	7.561408E2	3.349531E2	1.981521E2	3.349531E2	2.185415E2	3.349531E2	6.206547E-1	3.349531E2	7.551071E2	3.349531E2	2.182045E-1
3.367813E2	7.561566E2	3.367813E2	1.978678E2	3.367813E2	2.181193E2	3.367813E2	6.204370E-1	3.367813E2	7.551255E2	3.367813E2	2.181670E-1
3.386250E2	7.561824E2	3.386250E2	1.975892E2	3.386250E2	2.178824E2	3.386250E2	6.202133E-1	3.386250E2	7.551492E2	3.386250E2	2.184724E-1
3.404531E2	7.562048E2	3.404531E2	1.976224E2	3.404531E2	2.177678E2	3.404531E2	6.201929E-1	3.404531E2	7.551751E2	3.404531E2	2.185009E-1
3.422813E2	7.562194E2	3.422813E2	1.979650E2	3.422813E2	2.182387E2	3.422813E2	6.204176E-1	3.422813E2	7.551875E2	3.422813E2	2.184797E-1
3.441094E2	7.562288E2	3.441094E2	1.979243E2	3.441094E2	2.181177E2	3.441094E2	6.203918E-1	3.441094E2	7.551956E2	3.441094E2	2.185909E-1
3.459375E2	7.562378E2	3.459375E2	1.979805E2	3.459375E2	2.182162E2	3.459375E2	6.204163E-1	3.459375E2	7.552008E2	3.459375E2	2.186690E-1
3.477656E2	7.562541E2	3.477656E2	1.986533E2	3.477656E2	2.191514E2	3.477656E2	6.208770E-1	3.477656E2	7.552117E2	3.477656E2	2.187639E-1
3.495938E2	7.562711E2	3.495938E2	1.988131E2	3.495938E2	2.193580E2	3.495938E2	6.209841E-1	3.495938E2	7.552306E2	3.495938E2	2.189314E-1
3.514219E2	7.562696E2	3.514219E2	1.985714E2	3.514219E2	2.189664E2	3.514219E2	6.208174E-1	3.514219E2	7.552279E2	3.514219E2	2.188484E-1
3.532500E2	7.562858E2	3.532500E2	1.989573E2	3.532500E2	2.195628E2	3.532500E2	6.210760E-1	3.532500E2	7.552522E2	3.532500E2	2.188935E-1
3.550938E2	7.562883E2	3.550938E2	1.989320E2	3.550938E2	2.193421E2	3.550938E2	6.209947E-1	3.550938E2	7.552512E2	3.550938E2	2.188944E-1
3.569219E2	7.563003E2	3.569219E2	1.992516E2	3.569219E2	2.197883E2	3.569219E2	6.211666E-1	3.569219E2	7.552653E2	3.569219E2	2.189409E-1
3.587500E2	7.563045E2	3.587500E2	1.993418E2	3.587500E2	2.200063E2	3.587500E2	6.212431E-1	3.587500E2	7.552642E2	3.587500E2	2.189873E-1
3.605781E2	7.563014E2	3.605781E2	1.992044E2	3.605781E2	2.197616E2	3.605781E2	6.210764E-1	3.605781E2	7.552696E2	3.605781E2	2.190028E-1
3.624063E2	7.563012E2	3.624063E2	1.994089E2	3.624063E2	2.199282E2	3.624063E2	6.211794E-1	3.624063E2	7.552571E2	3.624063E2	2.189047E-1
3.642344E2	7.563082E2	3.642344E2	1.992836E2	3.642344E2	2.197920E2	3.642344E2	6.212168E-1	3.642344E2	7.552683E2	3.642344E2	2.189535E-1
3.660625E2	7.563128E2	3.660625E2	1.992407E2	3.660625E2	2.197775E2	3.660625E2	6.211028E-1	3.660625E2	7.552815E2	3.660625E2	2.190034E-1
3.678906E2	7.563094E2	3.678906E2	1.992420E2	3.678906E2	2.197464E2	3.678906E2	6.211158E-1	3.678906E2	7.552701E2	3.678906E2	2.189984E-1
3.697188E2	7.563072E2	3.697188E2	1.994392E2	3.697188E2	2.199483E2	3.697188E2	6.212183E-1	3.697188E2	7.552722E2	3.697188E2	2.189232E-1
3.715625E2	7.563096E2	3.715625E2	1.993862E2	3.715625E2	2.198872E2	3.715625E2	6.212231E-1	3.715625E2	7.552695E2	3.715625E2	2.188862E-1
3.733906E2	7.563089E2	3.733906E2	1.991885E2	3.733906E2	2.196971E2	3.733906E2	6.211206E-1	3.733906E2	7.552673E2	3.733906E2	2.190323E-1
3.752188E2	7.563228E2	3.752188E2	1.993756E2	3.752188E2	2.200051E2	3.752188E2	6.211792E-1	3.752188E2	7.552904E2	3.752188E2	2.191036E-1
3.770469E2	7.563245E2	3.770469E2	1.996500E2	3.770469E2	2.203430E2	3.770469E2	6.213769E-1	3.770469E2	7.552843E2	3.770469E2	2.191384E-1
3.788750E2	7.563176E2	3.788750E2	1.997063E2	3.788750E2	2.203487E2	3.788750E2	6.214265E-1	3.788750E2	7.552817E2	3.788750E2	2.189469E-1
3.807031E2	7.563196E2	3.807031E2	2.065285E2	3.807031E2	2.272189E2	3.807031E2	6.251207E-1	3.807031E2	7.552850E2	3.807031E2	2.166848E-1
3.825313E2	7.563212E2	3.825313E2	2.066782E2	3.825313E2	2.274791E2	3.825313E2	6.251651E-1	3.825313E2	7.552855E2	3.825313E2	2.166881E-1
3.843594E2	7.563198E2	3.843594E2	2.067016E2	3.843594E2	2.275912E2	3.843594E2	6.252256E-1	3.843594E2	7.552832E2	3.843594E2	2.167255E-1
3.861875E2	7.563172E2	3.861875E2	2.064064E2	3.861875E2	2.272307E2	3.861875E2	6.251725E-1	3.861875E2	7.552835E2	3.861875E2	2.166734E-1
3.880313E2	7.563236E2	3.880313E2	2.066981E2	3.880313E2	2.276390E2	3.880313E2	6.253959E-1	3.880313E2	7.552909E2	3.880313E2	2.166531E-1
3.898594E2	7.563035E2	3.898594E2	2.063854E2	3.898594E2	2.269807E2	3.898594E2	6.252266E-1	3.898594E2	7.552619E2	3.898594E2	2.164648E-1
3.916875E2	7.563129E2	3.916875E2	2.065314E2	3.916875E2	2.272771E2	3.916875E2	6.253686E-1	3.916875E2	7.552709E2	3.916875E2	2.166179E-1
3.935156E2	7.563191E2	3.935156E2	2.065556E2	3.935156E2	2.274470E2	3.935156E2	6.253857E-1	3.935156E2	7.552750E2	3.935156E2	2.167860E-1
3.953438E2	7.563069E2	3.953438E2	2.062936E2	3.953438E2	2.270735E2	3.953438E2	6.252306E-1	3.953438E2	7.552595E2	3.953438E2	2.167481E-1
3.971719E2	7.563178E2	3.971719E2	2.064385E2	3.971719E2	2.272282E2	3.971719E2	6.253102E-1	3.971719E2	7.552753E2	3.971719E2	2.167748E-1
3.990000E2	7.563143E2	3.990000E2	2.063928E2	3.990000E2	2.272379E2	3.990000E2	6.252388E-1	3.990000E2	7.552699E2	3.990000E2	2.167322E-1
4.008281E2	7.563038E2	4.008281E2	2.064682E2	4.008281E2	2.272664E2	4.008281E2	6.252348E-1	4.008281E2	7.552543E2	4.008281E2	2.166480E-1
4.026563E2	7.563071E2	4.026563E2	2.066058E2	4.026563E2	2.274241E2	4.026563E2	6.253206E-1	4.026563E2	7.552515E2	4.026563E2	2.166185E-1
4.045000E2	7.563045E2	4.045000E2	2.063708E2	4.045000E2	2.271561E2	4.045000E2	6.251351E-1	4.045000E2	7.552544E2	4.045000E2	2.165811E-1
4.063281E2	7.563182E2	4.063281E2	2.067398E2	4.063281E2	2.277753E2	4.063281E2	6.253376E-1	4.063281E2	7.552739E2	4.063281E2	2.165910E-1
4.081563E2	7.563120E2	4.081563E2	2.065063E2	4.081563E2	2.272775E2	4.081563E2	6.252232E-1	4.081563E2	7.552726E2	4.081563E2	2.165126E-1
4.099844E2	7.563067E2	4.099844E2	2.065367E2	4.099844E2	2.274548E2	4.099844E2	6.251930E-1	4.099844E2	7.552560E2	4.099844E2	2.166300E-1
4.118125E2	7.563148E2	4.118125E2	2.064473E2	4.118125E2	2.273646E2	4.118125E2	6.251838E-1	4.118125E2	7.552720E2	4.118125E2	2.166894E-1
4.136406E2	7.563103E2	4.136406E2	2.064143E2	4.136406E2	2.272947E2	4.136406E2	6.251180E-1	4.136406E2	7.552699E2	4.136406E2	2.166168E-1
4.154688E2	7.563224E2	4.154688E2	2.067134E2	4.154688E2	2.277382E2	4.154688E2	6.253863E-1	4.154688E2	7.552780E2	4.154688E2	2.167079E-1
4.172969E2	7.563002E2	4.172969E2	2.063394E2	4.172969E2	2.271857E2	4.172969E2	6.251431E-1	4.172969E2	7.552531E2	4.172969E2	2.165305E-1
4.191250E2	7.563090E2	4.191250E2	2.065531E2	4.191250E2	2.275148E2	4.191250E2	6.253171E-1	4.191250E2	7.552625E2	4.191250E2	2.166359E-1
4.209688E2	7.563121E2	4.209688E2	2.066653E2	4.209688E2	2.277077E2	4.209688E2	6.253442E-1	4.209688E2	7.552651E2	4.209688E2	2.166904E-1
4.227969E2	7.563068E2	4.227969E2	2.062543E2	4.227969E2	2.270711E2	4.227969E2	6.251314E-1	4.227969E2	7.552664E2	4.227969E2	2.166286E-1
4.246250E2	7.563074E2	4.246250E2	2.063590E2	4.246250E2	2.271782E2	4.246250E2	6.251817E-1	4.246250E2	7.552618E2	4.246250E2	2.165361E-1
4.264531E2	7.563103E2	4.264531E2	2.063779E2	4.264531E2	2.271511E2	4.264531E2	6.251394E-1	4.264531E2	7.552686E2	4.264531E2	2.166567E-1
4.282813E2	7.563204E2	4.282813E2	2.062871E2	4.282813E2	2.271015E2	4.282813E2	6.250379E-1	4.282813E2	7.552771E2	4.282813E2	2.169423E-1
4.301094E2	7.563237E2	4.301094E2	2.063712E2	4.301094E2	2.272330E2	4.301094E2	6.250519E-1	4.301094E2	7.552874E2	4.301094E2	2.168926E-1
4.319375E2	7.563295E2	4.319375E2	2.064506E2	4.319375E2	2.273523E2	4.319375E2	6.250974E-1	4.319375E2	7.552987E2	4.319375E2	2.168762E-1
4.337656E2	7.563201E2	4.337656E2	2.065432E2	4.337656E2	2.275860E2	4.337656E2	6.251500E-1	4.337656E2	7.552833E2	4.337656E2	2.168921E-1
4.355938E2	7.563164E2	4.355938E2	2.029597E2	4.355938E2	2.237572E2	4.355938E2	6.231562E-1	4.355938E2	7.552866E2	4.355938E2	2.178851E-1
4.374219E2	7.563122E2	4.374219E2	1.988958E2	4.374219E2	2.194271E2	4.374219E2	6.208930E-1	4.374219E2	7.552708E2	4.374219E2	2.192224E-1
4.392500E2	7.563250E2	4.392500E2	1.988735E2	4.392500E2	2.195758E2	4.392500E2	6.208893E-1	4.392500E2	7.552891E2	4.392500E2	2.194164E-1
4.410781E2	7.563238E2	4.410781E2	1.988074E2	4.410781E2	2.195392E2	4.410781E2	6.208494E-1	4.410781E2	7.552914E2	4.410781E2	2.194270E-1
4.429063E2	7.563087E2	4.429063E2	1.986537E2	4.429063E2	2.192247E2	4.429063E2	6.207547E-1	4.429063E2	7.552763E2	4.429063E2	2.191997E-1
4.447344E2	7.563169E2	4.447344E2	1.988565E2	4.447344E2	2.195761E2	4.447344E2	6.209126E-1	4.447344E2	7.552798E2	4.447344E2	2.193228E-1
4.465625E2	7.563212E2	4.465625E2	1.987437E2	4.465625E2	2.193925E2	4.465625E2	6.208115E-1	4.465625E2	7.552853E2	4.465625E2	2.193742E-1
4.483906E2	7.563115E2	4.483906E2	1.985933E2	4.483906E2	2.191341E2	4.483906E2	6.207665E-1	4.483906E2	7.552727E2	4.483906E2	2.192138E-1
4.502188E2	7.563169E2	4.502188E2	1.987534E2	4.502188E2	2.193948E2	4.502188E2	6.208444E-1	4.502188E2	7.552756E2	4.502188E2	2.192764E-1
4.520469E2	7.563102E2	4.520469E2	1.985732E2	4.520469E2	2.192011E2	4.520469E2	6.206919E-1	4.520469E2	7.552734E2	4.520469E2	2.192718E-1
4.538906E2	7.563173E2	4.538906E2	1.983725E2	4.538906E2	2.189100E2	4.538906E2	6.205007E-1	4.538906E2	7.552904E2	4.538906E2	2.192987E-1
4.557188E2	7.563137E2	4.557188E2	1.985787E2	4.557188E2	2.191347E2	4.557188E2	6.206567E-1	4.557188E2	7.552780E2	4.557188E2	2.192761E-1
4.575469E2	7.563187E2	4.575469E2	1.986674E2	4.575469E2	2.193577E2	4.575469E2	6.207508E-1	4.575469E2	7.552824E2	4.575469E2	2.193244E-1
4.593750E2	7.563116E2	4.593750E2	1.986217E2	4.593750E2	2.191949E2	4.593750E2	6.207042E-1	4.593750E2	7.552790E2	4.593750E2	2.192351E-1
4.612031E2	7.563166E2	4.612031E2	1.990405E2	4.612031E2	2.197921E2	4.612031E2	6.209977E-1	4.612031E2	7.552691E2	4.612031E2	2.193652E-1
4.630313E2	7.563185E2	4.630313E2	1.997735E2	4.630313E2	2.206917E2	4.630313E2	6.214485E-1	4.630313E2	7.552747E2	4.630313E2	2.192447E-1
4.648594E2	7.563246E2	4.648594E2	1.999291E2	4.648594E2	2.207398E2	4.648594E2	6.215047E-1	4.648594E2	7.552889E2	4.648594E2	2.190692E-1
4.666875E2	7.563253E2	4.666875E2	1.997581E2	4.666875E2	2.202664E2	4.666875E2	6.213793E-1	4.666875E2	7.552957E2	4.666875E2	2.186423E-1
4.685156E2	7.563221E2	4.685156E2	2.005127E2	4.685156E2	2.209526E2	4.685156E2	6.217108E-1	4.685156E2	7.552912E2	4.685156E2	2.181764E-1
4.703594E2	7.563397E2	4.703594E2	2.007860E2	4.703594E2	2.209262E2	4.703594E2	6.218104E-1	4.703594E2	7.553149E2	4.703594E2	2.176562E-1
4.721875E2	7.563567E2	4.721875E2	2.022575E2	4.721875E2	2.225583E2	4.721875E2	6.226899E-1	4.721875E2	7.553257E2	4.721875E2	2.173788E-1
4.740156E2	7.563828E2	4.740156E2	2.022179E2	4.740156E2	2.223725E2	4.740156E2	6.225944E-1	4.740156E2	7.553479E2	4.740156E2	2.172959E-1
4.758438E2	7.564396E2	4.758438E2	2.016149E2	4.758438E2	2.218938E2	4.758438E2	6.222077E-1	4.758438E2	7.554079E2	4.758438E2	2.180269E-1
4.776719E2	7.564972E2	4.776719E2	2.007161E2	4.776719E2	2.210401E2	4.776719E2	6.216742E-1	4.776719E2	7.554703E2	4.776719E2	2.186567E-1
4.795000E2	7.565515E2	4.795000E2	1.990021E2	4.795000E2	2.191377E2	4.795000E2	6.206485E-1	4.795000E2	7.555113E2	4.795000E2	2.194953E-1
4.813281E2	7.566016E2	4.813281E2	1.972968E2	4.813281E2	2.174393E2	4.813281E2	6.195435E-1	4.813281E2	7.555643E2	4.813281E2	2.203786E-1
4.831563E2	7.566631E2	4.831563E2	1.961744E2	4.831563E2	2.163464E2	4.831563E2	6.188278E-1	4.831563E2	7.556349E2	4.831563E2	2.211382E-1
4.849844E2	7.566913E2	4.849844E2	1.952539E2	4.849844E2	2.152322E2	4.849844E2	6.182628E-1	4.849844E2	7.556485E2	4.849844E2	2.214432E-1
4.868281E2	7.567459E2	4.868281E2	1.948539E2	4.868281E2	2.149943E2	4.868281E2	6.179742E-1	4.868281E2	7.557056E2	4.868281E2	2.220519E-1
4.886563E2	7.567596E2	4.886563E2	1.941324E2	4.886563E2	2.140194E2	4.886563E2	6.174376E-1	4.886563E2	7.557165E2	4.886563E2	2.221788E-1
4.904844E2	7.567884E2	4.904844E2	1.940879E2	4.904844E2	2.139928E2	4.904844E2	6.173635E-1	4.904844E2	7.557593E2	4.904844E2	2.223831E-1
4.923125E2	7.568008E2	4.923125E2	1.941830E2	4.923125E2	2.140996E2	4.923125E2	6.173848E-1	4.923125E2	7.557712E2	4.923125E2	2.223034E-1
4.941406E2	7.568270E2	4.941406E2	1.944683E2	4.941406E2	2.146000E2	4.941406E2	6.176003E-1	4.941406E2	7.557878E2	4.941406E2	2.225990E-1
4.959688E2	7.568412E2	4.959688E2	1.944598E2	4.959688E2	2.145204E2	4.959688E2	6.175699E-1	4.959688E2	7.558083E2	4.959688E2	2.226616E-1
4.977969E2	7.568466E2	4.977969E2	1.946771E2	4.977969E2	2.147635E2	4.977969E2	6.176377E-1	4.977969E2	7.558091E2	4.977969E2	2.227634E-1
4.996250E2	7.568746E2	4.996250E2	1.948912E2	4.996250E2	2.150900E2	4.996250E2	6.179288E-1	4.996250E2	7.558423E2	4.996250E2	2.228558E-1
5.014531E2	7.568723E2	5.014531E2	1.946993E2	5.014531E2	2.148453E2	5.014531E2	6.177282E-1	5.014531E2	7.558360E2	5.014531E2	2.229792E-1
5.032969E2	7.568725E2	5.032969E2	1.948136E2	5.032969E2	2.150033E2	5.032969E2	6.178712E-1	5.032969E2	7.558225E2	5.032969E2	2.230416E-1
5.051250E2	7.568781E2	5.051250E2	1.950781E2	5.051250E2	2.152858E2	5.051250E2	6.179235E-1	5.051250E2	7.558333E2	5.051250E2	2.228889E-1
5.069531E2	7.568875E2	5.069531E2	1.953058E2	5.069531E2	2.156190E2	5.069531E2	6.180814E-1	5.069531E2	7.558453E2	5.069531E2	2.229561E-1
5.087813E2	7.568905E2	5.087813E2	1.953681E2	5.087813E2	2.157186E2	5.087813E2	6.181347E-1	5.087813E2	7.558440E2	5.087813E2	2.230628E-1
5.106094E2	7.568912E2	5.106094E2	1.952638E2	5.106094E2	2.155807E2	5.106094E2	6.180175E-1	5.106094E2	7.558483E2	5.106094E2	2.230109E-1
5.124375E2	7.568996E2	5.124375E2	1.955452E2	5.124375E2	2.158632E2	5.124375E2	6.182463E-1	5.124375E2	7.558631E2	5.124375E2	2.229502E-1
5.142656E2	7.569098E2	5.142656E2	1.957304E2	5.142656E2	2.162128E2	5.142656E2	6.183735E-1	5.142656E2	7.558738E2	5.142656E2	2.231280E-1
5.160938E2	7.568936E2	5.160938E2	1.953826E2	5.160938E2	2.157048E2	5.160938E2	6.181276E-1	5.160938E2	7.558533E2	5.160938E2	2.230529E-1
5.179219E2	7.569065E2	5.179219E2	1.955204E2	5.179219E2	2.159120E2	5.179219E2	6.182186E-1	5.179219E2	7.558671E2	5.179219E2	2.231905E-1
5.197656E2	7.569046E2	5.197656E2	1.956518E2	5.197656E2	2.160228E2	5.197656E2	6.182808E-1	5.197656E2	7.558612E2	5.197656E2	2.230745E-1
5.215938E2	7.569139E2	5.215938E2	1.960424E2	5.215938E2	2.165664E2	5.215938E2	6.186114E-1	5.215938E2	7.558695E2	5.215938E2	2.230813E-1
5.234219E2	7.569130E2	5.234219E2	1.955316E2	5.234219E2	2.158546E2	5.234219E2	6.181625E-1	5.234219E2	7.558721E2	5.234219E2	2.231460E-1
5.252500E2	7.569097E2	5.252500E2	1.956462E2	5.252500E2	2.159865E2	5.252500E2	6.183367E-1	5.252500E2	7.558703E2	5.252500E2	2.230815E-1
5.270781E2	7.569212E2	5.270781E2	1.960162E2	5.270781E2	2.165054E2	5.270781E2	6.185557E-1	5.270781E2	7.558833E2	5.270781E2	2.231469E-1
5.289063E2	7.569104E2	5.289063E2	1.956699E2	5.289063E2	2.160567E2	5.289063E2	6.182895E-1	5.289063E2	7.558606E2	5.289063E2	2.231374E-1
5.307344E2	7.569030E2	5.307344E2	1.956322E2	5.307344E2	2.160474E2	5.307344E2	6.182448E-1	5.307344E2	7.558596E2	5.307344E2	2.231064E-1
5.325625E2	7.569121E2	5.325625E2	1.958634E2	5.325625E2	2.164164E2	5.325625E2	6.184647E-1	5.325625E2	7.558679E2	5.325625E2	2.231418E-1
5.343906E2	7.569072E2	5.343906E2	1.957290E2	5.343906E2	2.161415E2	5.343906E2	6.183504E-1	5.343906E2	7.558641E2	5.343906E2	2.230352E-1
5.362344E2	7.569175E2	5.362344E2	1.956914E2	5.362344E2	2.160931E2	5.362344E2	6.182996E-1	5.362344E2	7.558812E2	5.362344E2	2.232201E-1
5.380625E2	7.569092E2	5.380625E2	1.955720E2	5.380625E2	2.159509E2	5.380625E2	6.182439E-1	5.380625E2	7.558667E2	5.380625E2	2.231514E-1
5.398906E2	7.569154E2	5.398906E2	1.958391E2	5.398906E2	2.162955E2	5.398906E2	6.184386E-1	5.398906E2	7.558688E2	5.398906E2	2.231812E-1
5.417188E2	7.569160E2	5.417188E2	1.958139E2	5.417188E2	2.161366E2	5.417188E2	6.183425E-1	5.417188E2	7.558811E2	5.417188E2	2.230997E-1
5.435469E2	7.569242E2	5.435469E2	1.959222E2	5.435469E2	2.164312E2	5.435469E2	6.184675E-1	5.435469E2	7.558870E2	5.435469E2	2.231976E-1
5.453750E2	7.569145E2	5.453750E2	1.957152E2	5.453750E2	2.160749E2	5.453750E2	6.183359E-1	5.453750E2	7.558713E2	5.453750E2	2.231661E-1
5.472031E2	7.569134E2	5.472031E2	1.956945E2	5.472031E2	2.160628E2	5.472031E2	6.182575E-1	5.472031E2	7.558716E2	5.472031E2	2.231691E-1
5.490313E2	7.569151E2	5.490313E2	1.959883E2	5.490313E2	2.164422E2	5.490313E2	6.185140E-1	5.490313E2	7.558722E2	5.490313E2	2.231189E-1
5.508594E2	7.569115E2	5.508594E2	1.957090E2	5.508594E2	2.160282E2	5.508594E2	6.183379E-1	5.508594E2	7.558717E2	5.508594E2	2.231301E-1
5.527031E2	7.569198E2	5.527031E2	1.970845E2	5.527031E2	2.175190E2	5.527031E2	6.191539E-1	5.527031E2	7.558820E2	5.527031E2	2.226316E-1
5.545313E2	7.569184E2	5.545313E2	2.041329E2	5.545313E2	2.248797E2	5.545313E2	6.232146E-1	5.545313E2	7.558756E2	5.545313E2	2.202457E-1
5.563594E2	7.569257E2	5.563594E2	2.043476E2	5.563594E2	2.251926E2	5.563594E2	6.233216E-1	5.563594E2	7.558906E2	5.563594E2	2.202549E-1
5.581875E2	7.569081E2	5.581875E2	2.039977E2	5.581875E2	2.246790E2	5.581875E2	6.231108E-1	5.581875E2	7.558696E2	5.581875E2	2.201916E-1
